iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
118,5000,0.8285,0.1639,0.0076,0.2265,0.8562,-0.0359,7.48,56.6,0.8,122807.0,0.0,0.2112,0.0199,-0.0001,-0.012,2.4009,-0.0087,0.97
119,5000,0.8273,0.1651,0.0076,0.2279,0.8555,-0.0358,8.12,61.76,0.75,130407.0,0.0,0.2117,0.0202,-0.0,-0.0129,2.6522,-0.0083,0.97
120,5000,0.8211,0.172,0.0069,0.228,0.8535,-0.0362,8.09,61.79,0.76,128607.0,0.0,0.2112,0.0201,-0.0001,-0.0134,2.6399,-0.0077,0.97
121,5000,0.8206,0.1708,0.0086,0.2265,0.8589,-0.0341,7.19,56.28,0.79,124996.0,0.0,0.2113,0.0203,-0.0001,-0.0149,2.5736,-0.0081,0.97
122,5000,0.8213,0.1689,0.0099,0.2289,0.8582,-0.0343,5.38,56.25,0.78,126450.0,0.0,0.2119,0.0205,-0.0001,-0.0151,2.4218,-0.0079,0.97
123,5000,0.8251,0.164,0.0108,0.2231,0.845,-0.0374,6.98,56.36,0.78,126508.0,0.0,0.2079,0.02,-0.0001,-0.014,2.7485,-0.0062,0.97
124,5000,0.825,0.1653,0.0097,0.2261,0.8544,-0.0355,7.7,56.11,0.78,126477.0,0.0,0.2106,0.02,-0.0001,-0.0135,2.4296,-0.0089,0.97
125,5000,0.8176,0.1731,0.0093,0.2251,0.856,-0.036,7.64,59.45,0.77,128156.0,0.0,0.2106,0.0198,-0.0001,-0.0128,2.3435,-0.0082,0.97
126,5000,0.8124,0.1786,0.0089,0.2214,0.8491,-0.0367,7.03,57.01,0.75,130585.0,0.0,0.2085,0.0198,-0.0001,-0.0128,2.4314,-0.0093,0.97
127,5000,0.8142,0.1767,0.0092,0.221,0.8465,-0.0368,7.18,56.97,0.85,115869.0,0.0,0.2084,0.0202,-0.0001,-0.0127,2.7569,-0.0078,0.97
128,5000,0.8164,0.1739,0.0097,0.2266,0.8561,-0.0346,8.4,58.4,0.83,118834.0,0.0,0.2107,0.0204,-0.0001,-0.0124,2.897,-0.0059,0.97
129,5000,0.8181,0.1703,0.0116,0.2256,0.8525,-0.0357,8.12,61.38,0.77,127404.0,0.0,0.2101,0.0201,-0.0001,-0.0118,2.7534,-0.0086,0.97
130,5000,0.8225,0.165,0.0125,0.2272,0.8634,-0.0333,7.22,56.12,0.77,127406.0,0.0,0.2122,0.0203,-0.0001,-0.0112,3.0936,-0.0085,0.97
131,5000,0.8254,0.1631,0.0114,0.2235,0.8424,-0.0381,5.34,55.24,0.83,117739.0,0.0,0.2073,0.02,-0.0001,-0.0103,2.7452,-0.0099,0.97
132,5000,0.8266,0.1641,0.0094,0.2292,0.8573,-0.0355,6.0,59.4,0.76,128931.0,0.0,0.2124,0.0203,-0.0001,-0.0096,2.9263,-0.009,0.97
133,5000,0.8254,0.1667,0.0079,0.2318,0.8699,-0.033,7.63,59.86,0.77,128405.0,0.0,0.2151,0.0206,-0.0001,-0.0096,2.5886,-0.0066,0.97
134,5000,0.8284,0.1635,0.0083,0.2283,0.8636,-0.0334,8.99,64.04,0.78,125469.0,0.0,0.2131,0.0208,-0.0001,-0.0097,2.4981,-0.0082,0.97
135,5000,0.8282,0.1638,0.0082,0.2274,0.8534,-0.0364,7.52,60.34,0.82,120451.0,0.0,0.2113,0.0203,-0.0001,-0.0089,2.3806,-0.0104,0.97
136,5000,0.8241,0.1677,0.0083,0.2334,0.8719,-0.0324,7.35,59.79,0.79,124296.0,0.0,0.2172,0.021,-0.0001,-0.009,2.396,-0.0091,0.97
137,5000,0.8259,0.1663,0.0078,0.2268,0.8494,-0.0368,6.91,59.89,0.79,123730.0,0.0,0.2111,0.0208,-0.0001,-0.0089,2.6231,-0.0068,0.97
138,5000,0.8289,0.1634,0.0077,0.2301,0.8615,-0.0343,7.99,58.7,0.79,124836.0,0.0,0.2137,0.0209,-0.0001,-0.0089,2.7748,-0.0091,0.97
139,5000,0.8234,0.1685,0.0081,0.2326,0.855,-0.0351,6.85,61.23,0.78,125899.0,0.0,0.213,0.0212,-0.0001,-0.0094,2.2298,-0.0098,0.97
